label,tweet
1,rt @lixe      #debat pilkadadki pikiran saya   hanya no   yg melindungi rakyatnya sdgkan no   &amp
1,rt @retnali  pak anies ga pernah liat kali ya setiap pagi warga nungguin pak ahok depan kantornya buat nyari solusi permasalahan mereka #de u    
1,rt @teddygusnaidi      inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp
1,rt @ochibi    jelas pk ahok paling brkemampuan jd gubernur  nklo yg kalian prmslahkan itu pribadinya kalian cuma gak kenal sja asli baik n#de u    
0,rt @teddygusnaidi      ketidakberhasilan anies baswedan dalam memimpin kementerian  banyak masalah dan belum lagi soal salah hitung anggara u    
0,rt @teddygusnaidi      anies baswedan hanya mengurus satu urusan saja berantakan  bagaimana dia bisa berfantasi menyelesaikan banyak urusan u    
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
0,rt @stellakarunia  jangan pilih cagub yg dekat dgn sarang koruptor  ud  d ude  #debat pilkadadki https     t co  ttxy oxi p
1,rt @teddygusnaidi  bedanya @agusyudhoyono dan @basuki btp   kalau agus   warga   berseragam kalau ahok warga beragam  ingat kata agus  a u     
1,surat an-nisa sangat pas dengan kondisi sekarang  n#indonesiabersamaulama #spirit    #debat pilkadadki #saveislam  nhttps     t co   nny pnsnq
1,rt @teddygusnaidi  pengen tau apa tanggapan @annisapohan dan @sbyudhoyono     kalau @agusyudhoyono gak perlu ditanya  ntar ngak nyambu u     
1,rt @teddygusnaidi  yang dikiri dia pikir dia ariel  yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau   hahaha!! u     
1,rt @jokoanwar  at least agus ahok ngomongin visi misi mereka di visi misi  bukan nyoba ngejatohin orang  ya  #debat pilkadadki
0,pilkada dki jakarta harap tidak pilih nomor    bahaya laten komunis!    https     t co  vqfegyesdy #debat pilkadadki https     t co   vzzfki f 
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
1,rt @digebuk  moment of the day  ahok jadi wasit!  ud  e udd   ud  e udd   ud  e udd   n n#debat pilkadadki
1,rt @rezathfc  ahok melerai sylvi dan anies  the best moment of #debat pilkadadki
1,pilkada dki jangan pilih pki!! berbahaya!! pilih   atau   saja nu dukung polda bali usu    https     t co  v    chkhz #debat pilkadadki #imlek
0,rakyat jakarta kok byk yg milih paslon   ya smp ada di urutan ke  gitu   pdhl msh naif &amp
0,rt @istia iis  @enny endah @jojobinjai kirain cm sy yg ngrasa  pas #debat pilkadadki senyumnya sinis saat paslon   sdg bicara  mana brkacak u    
0,rt @teddygusnaidi      anies baswedan hanya mengurus satu urusan saja berantakan  bagaimana dia bisa berfantasi menyelesaikan banyak urusan u    
1,rt @aniesbaswedan  ibu  terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran  karakter dan semangat untuk berju u     
1,rt @gitamontolalu  kami ingin melayani karena   rakyat adalah boss kami   #ahokdjarot #basukidjarot #debat pilkadadki pls rt u     
1,rt @tweetparpol  ini harga per-berita wartawan yang dipelihara oleh pdip https     t co  e s uozeo  n n #debat pilkadadki
1,rt @teddygusnaidi  yang dikiri dia pikir dia ariel  yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau   hahaha!! u     
1,rt @gunromli  sylviana kesyikan ngomong sendiri lupa bertanya  anies keasyikan nyerang pake data  yg salah  ya ahok joged  aja  ud  d ude   #debat pil u    
1,rt @richardotio  bangkeeeeee   siapa nih yang buat meme seperti ini? gw ngakak brutal sampai planet jupiter    hahahahaha   u     
1,rt @adib ajalah  akhirnya publik pun tau mna yg layak dan teruji @basuki btp #debat pilkadadki https     t co  nppxo unzs
0,rt @widino  #debat pilkadadki skak mat untuk mpok silvi  si mpok langsung acung ibu jempol ke bawah  duhh jaga etika mpok malu ditonton jut u    
0,rt @drenattas  buruk attitude bu sylvi  dengar jawaban pak ahok  buat gestur jempol ke bawah  wow!  #debat pilkadadki
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
0,rt @teddygusnaidi      kalau gunakan fantasi anies  maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart u    
0,rt @putrirosary  #debat pilkadadki cara paslon   bertanya ke paslon   seperti sedang mengadu domba didepan jutaan pasang mata tanpa etika  u    
0,rt @pbenyw  mpok @sylviana murni salah sebut dg uu no   terkait pengelolaan sampah  padahal yg benar uu           u     
0,rt @hapsom  satu nya statement agus yang saya setuju dan dimengerti     bertanya kepada paslon    untuk menyerang no       hahahaha! #debat  u    
0,aduh gw mah malu  di kata orang jkt goblok apa https     t co  te nrgszzc
1,rt @jokoanwar  ahok  kami bukan saja rencana lawan ketidakadilan sosial dalam birokrasi  kami sudah lakukan  kami hilangkan pungli  dsb  #d u    
1,semua orang sudah pintar kok jangan buang uang dan waktu sia sia #debat pilkadadki
0,rt @jokoanwar  waduh  beneran kayaknya data dari ibu susanti  #debat pilkadadki https     t co  ak mdqpx o
0,rt @jokoanwar  anies   u   cnamanya sunda kelapa  tapi mana kelapanya? u   d n n#debat pilkadadki https     t co  cwy xc c v
0,rt @teddygusnaidi  terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk  di peringkat     #debat pilkadadki  nhttps u    
0,#debat pilkadadki semakin terlihat no   tidak layak memimpin  ada yg sdg berselisih malah diketawain dan diadu pula  
0,rt @teddygusnaidi      ketidakberhasilan anies baswedan dalam memimpin kementerian  banyak masalah dan belum lagi soal salah hitung anggara u    
0,rt @teddygusnaidi      anies baswedan hanya mengurus satu urusan saja berantakan  bagaimana dia bisa berfantasi menyelesaikan banyak urusan u    
0,pilkada dki jakarta harap tidak pilih nomor    bahaya laten komunis!    https     t co  ckwikzj yr #debat pilkadadki https     t co  egsrpxme u
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
0,pilkada dki jakarta harap tidak pilih nomor    bahaya laten komunis!    https     t co  ww gcbpco  #debat pilkadadki https     t co    gavg nqa
0,rt @teddygusnaidi      kalau gunakan fantasi anies  maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart u    
0,pilkada dki jakarta harap tidak pilih nomor    bahaya laten komunis!    https     t co  bwjy zh il #debat pilkadadki https     t co  r qkrvxr g
0,rt @preettysintaa  paslon     berangkat dari orang tua npaslon    berangkat dari pengalaman npaslon     berangkat dari teori n n#debat pilkadad u    
0,nah sekarang saya bisa membayangkan koruptor dirangkul  tikus berpesta  rumah kumuh dilukis    untung cuma bayangan u     https     t co  t duiaxt y
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
1,rt @kamvflase  setelah menyaksikan #debat pilkadadki semalam  siapa yang paling pantas untuk memimpin dki jakarta?
1,rt @pandji  ini artikel yg menjelaskan ternyata di #debat pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https     t co u    
1,rt @jokoanwar  tiap ahok djarot ngomong  nambah ilmu ya kita  #debat pilkadadki https     t co  xwwrnalpbu
0,rt @nci ri  pasca #debat pilkadadki kena batunya  @agusyudhoyono dibentak kapolres jakarta selatan  karena bikin macet jalan  nhttps     t co   u    
0,rt @teddygusnaidi      kalau gunakan fantasi anies  maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart u    
0,rt @teddygusnaidi  terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk  di peringkat     #debat pilkadadki  nhttps u    
1,rt @kamvflase  setelah menyaksikan #debat pilkadadki semalam  siapa yang paling pantas untuk memimpin dki jakarta?
1,rt @erikarlebang  keren nih @aniesbaswedan menyerang masalah pendidikan dki terus  cerdas! kenapa gak jadi mendikbud aja ya? n n#debat pilkad u    
1,rt @yusuflogen  ahok terkenal sbg gub tdk santun  tp kok kesan saya si ahok paling santun ya hari ini dbanding agus dan anis #debat pilkada u    
0,rt @teddygusnaidi  lah   lu monolog sejam yg dihadiri orang  lu sendiri  dipuja   knp gak dijelaskan? ngeles aja emg gak bisa u     
0,#debat pilkadadki gw bisa bayangin demo sepanjang tahun dgn kerugian materil-non materil jika no   msh nongol di dki  negara tdk kondusif
0,rt @nci ri  pasca #debat pilkadadki kena batunya  @agusyudhoyono dibentak kapolres jakarta selatan  karena bikin macet jalan  nhttps     t co   u    
1,rt @rey        #debat pilkadadki yang lain akan menanggulangi banjir   no   sudah menghilangkan banjir
1,#debat pilkadadki    akhirnya kita tahu maksud pak jokowi https     t co  enekh hwhy
1,rt @na dirs  bentar lagi bakal muncul jadi trending topic    jadi  pertanyaannya apa?    ud  d ude   #debat pilkadadki
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
0,rt @teddygusnaidi  terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk  di peringkat     #debat pilkadadki  nhttps u    
0,rt @teddygusnaidi  lah   lu monolog sejam yg dihadiri orang  lu sendiri  dipuja   knp gak dijelaskan? ngeles aja emg gak bisa u     
0,rt @teddygusnaidi      kalau gunakan fantasi anies  maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart u    
0,pilkada dki jakarta harap tidak pilih nomor    bahaya laten komunis!    https     t co   wp mmnegt #debat pilkadadki https     t co  tfgiwg nm 
1,rt @aniesbaswedan  ibu  terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran  karakter dan semangat untuk berju u     
1,rt @michusa      ahok  agus  atau anis? atau pilih si anu? andalah yang menentukan #ahokoke #debat pilkadadki #ahok djarot u     
1,rt @ochibi    pak anies  kita paham  thn tdk ckup buat jkrta sempurna pasti ada kkurngan  yg kita lihat itu progress  jkt lebih baik  n#deba u    
0,rt @asep edwan dvs    @su bedjo  #debat pilkadadki pak anies nyerang paslon   pakek data  tapi ternyata datanya hoax  ufffd ufffd u   c https     t co  pvmhf  u    
0,rt @mommytsalisa  highlight tonite n nbu silvi     bla bla  ud  d udca  u     ud  d udca    npak anies     terus pertanyaannya apa? nbu silvi   (dasar cowo gak peka) n n #deba u    
0,rt @savetodeclare  mau tipu public ya pak? @aniesbaswedan ckckck nkatanya harus jadi teladan https     t co  k ap eyfjr
1,kl menurut pak @zul hasan paslon mana yg penuh retorika atau teori dan paslon mana yg pisi misinya kerja nyata utk u     https     t co  l hxma le 
1,rt @gitamontolalu  kami ingin melayani karena   rakyat adalah boss kami   #ahokdjarot #basukidjarot #debat pilkadadki pls rt u     
1,rt @aniesbaswedan  ibu  terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran  karakter dan semangat untuk berju u     
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
0,rt @teddygusnaidi      anies baswedan hanya mengurus satu urusan saja berantakan  bagaimana dia bisa berfantasi menyelesaikan banyak urusan u    
0,rt @hit dx  di #debat pilkadadki ini pak anies berbohong dan tidak pakai data
1,rt @rey        #debat pilkadadki  tiap debat isinya    n kami akan  akan akan  akan akan   akan    pilih yg sudah
1,ahok tetap naik jd gubernur   nsalam   jari   #debat pilkadadki
0,rt @maulabm  #debat pilkadadki kali ini pak anies nyebelin  dari yang lalu bicaranya kaya ulama'  sekarang keliatan jadi politikus yang hau u    
0,rt @teddygusnaidi  lah   lu monolog sejam yg dihadiri orang  lu sendiri  dipuja   knp gak dijelaskan? ngeles aja emg gak bisa u     
0,anggota kerabat  disebut keluarga       jakarta berdebat  direbut naga     #debat pilkadadki
1,rt @aniesbaswedan  ibu  terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran  karakter dan semangat untuk berju u     
1,rt @erixputra  jadi pertanyaannya apa? dan ahok pun joged  #debat pilkadadki https     t co  ricyfbyogv
1,(analisis) mengapa ahok unggul    u     dan paling memuaskan pasca debat https     t co  njybrhjrcg #debat pilkadadki
0,rt @jokoanwar  visi misi anies adalah penilaian buruk orang lain  #debat pilkadadki https     t co  ztbqwdudvg
0,rt @pbenyw  mpok @sylviana murni salah sebut dg uu no   terkait pengelolaan sampah  padahal yg benar uu           u     
0,pilkada dki jangan pilih pki!! berbahaya!! pilih   atau   saja kesan pasangan calon usa    https     t co  lm bkddjtx #debat pilkadadki #imlek
1,mungkin maksud paslon   sprt ini  ud  d ude   ud  d ude   ud  d ude   n n#ahok #debat pilkadadki  n#ahok djarot https     t co  efayhvvl  
1,rt @jokoanwar  tiap ahok djarot ngomong  nambah ilmu ya kita  #debat pilkadadki https     t co  xwwrnalpbu
1,rt @de mbem  hanya ahok djarot pantas pimpin jakarta !! https     t co  ol eb pvgb lewat #loguepilihbadja #debat pilkadadki #ahok #antasari @b u    
1,rt @yohanjie  ahok     gimana caranya membangun tanpa menggusur?   n nanak pepo     geser dikit pak   n ndikira angkot kali  ud  d ude   ud  d ude   #debat pilkadadki
0,rt @laksmonohp  @susilobyudoyono  n@agusyudhoyono  nmemalukan!! memuakkan!! nt'lps anda cagub  tpi prilaku anda tak pantas sbg anak ex u     
0,rt @unyilnerazuri  #debat pilkadadki bingung https     t co  esf n bida
0,rt @suaraanies  ahok salah data di #debat pilkadadki  peringkat kemdikbud ternyata bukan    #aniessandiokoce https     t co  d vrj tnbi
0,rt @sehan   pk anis nyinggung kjp  rakyat jkt perlu tau nih  justru pk anis itu di copot oleh pk jkw krn ngurus kip gk berhasil  #debat pil u    
1,rt @teddygusnaidi  para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan    mbok ya kalau tugas boleh tapi realistis u     
1,rt @deelestari  momen tak terlupakan #debat pilkadadki https     t co  ec lotsk r
0,rt @sosialisri  itulah tipuan &amp
0,rt @batack overkill  #debat pilkadadki paslon     akan menaikkan gaji guru paud jika terpilih  waktu jadi mendikbud ente ngapain bray? tidu u    
0,#debat pilkadadki  tiap debat isinya    n kami akan  akan akan  akan akan   akan    pilih yg sudah
1,rt @yohanjie  ahok     gimana caranya membangun tanpa menggusur?   n nanak pepo     geser dikit pak   n ndikira angkot kali  ud  d ude   ud  d ude   #debat pilkadadki
1,rt @gitamontolalu  burung kutilang suka bernyanyi nyanyinya diatas peti yg lain cuma asal bunyi hanya no   yang kasih bukti u     
1,rt @rdn siregar  @tirtoid @jokoanwar orang tua yg benar  kenal anak-anaknya wlpn banyak  #debat pilkadadki #ahok djarot
1,rt @jurnintelijen  paslon   dalam #debat pilkadadki semakin ditekan dan dikritisi oleh paslon   dan     malah semakin menunjukkan kualitasn u    
1,rt @iankomeng  #debat pilkadadki n@aniesbaswedan coba deh buka mata dan hati lebar lebar dan legowo  npak @jokowi pantas saja buang u     
1,rt @rey        #debat pilkadadki    akhirnya kita tahu maksud pak jokowi https     t co  enekh hwhy
1,rt @kohyans  masyarakat di edukasi   jangan dibodohi   di beri solusi jangan berupa kesemuan janji   #debat pilkadadki https     t co  jgp vng u    
0,@mohamadhalimi  ogah pilih koruptor masjid #debat pilkadadk
0,rt @teddygusnaidi  terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk  di peringkat     #debat pilkadadki  nhttps u    
0,rt @sosialisri  itulah tipuan &amp
1,gestur anies terlihat sinis  dan sandi terlalu fokus soal kewirausahaan  kebanyakan hanya bicara   akan   dlm #debat pilkadadki
1,#debat pilkadadki nmembangun jakarta bukan   simsalabim    byangannya gampang nyatanya susah  nhttps     t co   vmitojgmg
0,wong debat serius kok malah digawe meme  uripmu kakean guyon ndes ! situ sehat ? #debat pilkadadki
0,rt @misteeerius  tetep  nggak ada solusinya  https     t co  ftguv uksy
0,rt @teddygusnaidi      anies baswedan hanya mengurus satu urusan saja berantakan  bagaimana dia bisa berfantasi menyelesaikan banyak urusan u    
1,rt @figoantasena  anies  pertanyaannya apa ??  nsylvi    boleh geser dikit ?? nahok    ud  e udd   ?? nagus   bisaaa !! n#debat pilkadadki #badja u     
1,paslon   justru tenang &amp
1,rt @de mbem  hanya ahok djarot pantas pimpin jakarta !! https     t co  ol eb pvgb lewat #loguepilihbadja #debat pilkadadki #ahok #antasari @b u    
0,#debat pilkadadki #ogahpilihterdakwa maling bansos maling dana pembangunan masjid pa lagi anak maling uang negara https     t co   psczyfepo
0,rt @pbenyw  mpok @sylviana murni salah sebut dg uu no   terkait pengelolaan sampah  padahal yg benar uu           u     
0,rt @erixputra  jadi pertanyaannya apa? dan ahok pun joged  #debat pilkadadki https     t co  ricyfbyogv
1,rt @teddygusnaidi  yang dikiri dia pikir dia ariel  yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau   hahaha!! u     
1,rt @gitamontolalu  burung kutilang suka bernyanyi nyanyinya diatas peti yg lain cuma asal bunyi hanya no   yang kasih bukti u     
1,#debat pilkadadki npdhal prtnyaan pk ahok bagus pnasran jg bgmn cara geser pmukiman &amp
0,rt @agungwidrajat  #debat pilkadadki #ogahpilihterdakwa maling bansos maling dana pembangunan masjid pa lagi anak maling uang negara https  u    
0,rt @the various  mengacungkan jari kebawah termasuk bagian dari rasis  dan itu dilakukan paslon    menurut sy itu attitude yg kurang baik   u    
0,rt @nci ri  pasca #debat pilkadadki kena batunya  @agusyudhoyono dibentak kapolres jakarta selatan  karena bikin macet jalan  nhttps     t co   u    
1,rt @zul hasan  sebelum debat kompak dukung agus - sylvi  setelah #debat pilkadadki makin solid dukung @agussylvidki || @sohibahy u     
1,rt @pandji  urutan pertama best moment #debat pilkadadki   pak basuki misahin bu sylvie &amp
1,rt @zul hasan  sebelum debat kompak dukung agus - sylvi  setelah #debat pilkadadki makin solid dukung @agussylvidki || @sohibahy u     
0,rt @iqlimas  strategi terkonyol dalam sejarah acara debat  sangat tidak intelek dan memalukan #debat pilkadadki  https     t co  at gnwtus 
0,rt @pbenyw  mpok @sylviana murni salah sebut dg uu no   terkait pengelolaan sampah  padahal yg benar uu           u     
0,rt @batack overkill  #debat pilkadadki paslon     akan menaikkan gaji guru paud jika terpilih  waktu jadi mendikbud ente ngapain bray? tidu u    
1,rt @emiratesprince  ahok tetap naik jd gubernur   nsalam   jari   #debat pilkadadki
1,rt @teddygusnaidi  yang dikiri dia pikir dia ariel  yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau   hahaha!! u     
0,cuma ngasih tau   ini lho contekanya ketuker daftar belanjaan   #debat pilkadadki #debatcagubdki  https     t co   ifu h gjw
0,rt @rifqiemerah  @mohamadhalimi  ogah pilih koruptor masjid #debat pilkadadki
1,   bagus (terlihat dari hasil nyata)  sangat menguasai masalah 'teknis'  sikap tegasnya memang kadang membawa korban  n#debat pilkadadki
1,prof dr hj ini tnyata lupa kl attitude itu imaging atau memang itu karakter asli yg muncul spontan #debat pilkadadki https     t co  gwltxlqwri
1,rt @jurnintelijen  paslon   dalam #debat pilkadadki semakin ditekan dan dikritisi oleh paslon   dan     malah semakin menunjukkan kualitasn u    
1,rt @zul hasan  sebelum debat kompak dukung agus - sylvi  setelah #debat pilkadadki makin solid dukung @agussylvidki || @sohibahy u     
0,rt @iqlimas  bergelar ph d anies baswedan tidak malu menyerang dgn data abal   #debat pilkadadki https     t co  igjzl bszm
0,rt @sudirman cs  #debat pilkadadki ujaran kebencian wajar    namany juga orang pen jdi gubernur    bohongin publik juga jadi
0,pilkada dki jangan pilih pki!! berbahaya!! pilih   atau   saja tni al tangkap kapal tki    https     t co  w i kmznnj #debat pilkadadki #imlek
1,rt @pandji  urutan pertama best moment #debat pilkadadki   pak basuki misahin bu sylvie &amp
1,rt @vampiremuslimah  #debat pilkadadki  nlansia  ibu-ibu dan wanita jakarta yang selayaknya dimuliakan  bagi si terdakwa ahok cuma leluco u     
1,rt @pandji  ini artikel yg menjelaskan ternyata di #debat pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https     t co u    
0,pilkada dki jangan pilih pki!! berbahaya!! pilih   atau   saja kesan pasangan calon usa    https     t co  pwgrkdru a #debat pilkadadki #imlek
0,rt @batack overkill  #debat pilkadadki paslon     akan menaikkan gaji guru paud jika terpilih  waktu jadi mendikbud ente ngapain bray? tidu u    
0,rt @the various  mengacungkan jari kebawah termasuk bagian dari rasis  dan itu dilakukan paslon    menurut sy itu attitude yg kurang baik   u    
1,rt @ronaldferdynand  hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki  sangat mulia  terima kasih pak @basuki b u    
1,rt @teddygusnaidi  yang dikiri dia pikir dia ariel  yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau   hahaha!! u     
0,rt @putrirosary  #debat pilkadadki cara paslon   bertanya ke paslon   seperti sedang mengadu domba didepan jutaan pasang mata tanpa etika  u    
0,#debat pilkadadki capedehhhh kumpulan tukang tipu https     t co    ge imjc 
0,rt @iqlimas  bergelar ph d anies baswedan tidak malu menyerang dgn data abal   #debat pilkadadki https     t co  igjzl bszm
1,rt @rizalwahid    cara mas anies membuka sesi debat elegan dan keren banget #debat pilkadadki #coblosanissandi
1,ide cerdas paslon   ingin memberikan subsidi kpd angkot  bagus! jakarta &amp
1,rt @gitamontolalu  kami ingin melayani karena   rakyat adalah boss kami   #ahokdjarot #basukidjarot #debat pilkadadki pls rt u     
1,rt @handokotw    ikutan yuk! #memotretjakartabaru   n nkita pilih ahy #sologreatsale gong xi fa cai #debat pilkadadki https     t co  dj hi u    
0,#ngeselinitusaat lihat koruptor yg agamanya cuma di bibir &amp
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
0,pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! berolah    https     t co  rnya tywsh #debat pilkadadki https     t co  hktqhtzadi
1,@gunromli agus berandai memukul  anis punya      jurus latihan cuma sekali  ahok  punya satu pukulan di latihn      kali #debat pilkadadki
1,semakin ahok-djarot dikritik dan ditelan justru semakin membuktikan kebenaran kinerjanya n#debat pilkadadki
1,rt @chocoliq  berasa kan manfaat nya? drpd dulu mending sekarang  n#programbadja n#debat pilkadadki  n#ahokdjarot  n#tetapahokdjarot u     
1,#debat pilkadadki kepadapaslon  n  kembali k barak(dasarcalonkarbitan n  kembali k balai kota(gubernurbeneran n  kembali k kampus(dosenbeneran
1,rt @teddygusnaidi  para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan    mbok ya kalau tugas boleh tapi realistis u     
0,rt @sehan   pk anis nyinggung kjp  rakyat jkt perlu tau nih  justru pk anis itu di copot oleh pk jkw krn ngurus kip gk berhasil  #debat pil u    
0,@agusyudhoyono salah pilih pasangan  atau jodoh yg dipaksakan    n#debat pilkadadki  n#sylvisohibsby  n#agussylvi u     https     t co  im u jgr s
0,rt @teddygusnaidi      ketidakberhasilan anies baswedan dalam memimpin kementerian  banyak masalah dan belum lagi soal salah hitung anggara u    
1,rt @tweetparpol  ini harga per-berita wartawan yang dipelihara oleh pdip https     t co  e s uozeo  n n #debat pilkadadki
1,rt @robertindo   beda konsep pembangunan jakarta #ahokdjarot vs ahy  #pilkadadki     #debat pilkadadki @partaisocmed @temanahok u     
1,@kompastv #debat pilkadadki ahok jarot krn sdh terbukti sementara paslon   dan   hanya retorika dan masih dlm angan  
1,rt @aniesbaswedan  ibu  terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran  karakter dan semangat untuk berju u     
0,rt @handininanda  eh ini nyinyir dulu ya   itu paslon   punya program ga sih?? daritadi kerjaannya korek  aib orang doang  #gemetz #debat p u    
0,pilkada dki jakarta harap tidak pilih nomor    bahaya laten komunis!    https     t co   pcciaixnf #debat pilkadadki https     t co  yajxsgq  c
0,rt @teddygusnaidi      kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin     tahun masih banyak yang miskin u    
1,rt @rezathfc  ahok melerai sylvi dan anies  the best moment of #debat pilkadadki
1,pokoknya hari ini harus #semuacoblosaniessandi  tapi tanggal   feb #tetapahokdjarot #temanahok #debat pilkadadki #ahokdjarothebat
0,rt @batack overkill  #debat pilkadadki paslon     kami akan begini begono  harusnya begini begono  rencana kami begini begono    tapi inyon u    
0,antasari azhar datang #debat pilkadadki @sbyudhoyono  tak datang
0,rt @ichakeljombar  seorang dosen yang seharusnya dikagumi karena cerdas otaknya  tapi seketika runtuh karena hobinya menjatuhkan orang lain u    
0,rt @jurnintelijen  gestur anies terlihat sinis  dan sandi terlalu fokus soal kewirausahaan  kebanyakan hanya bicara   akan   dlm #debat pilka u    
1,rt @putrirochaena  kapolri minta masyarakat lihat video pidato ahok secara utuh https     t co  gd iipxqh  lewat @tribunnews
1,ketua mui minta ahok perjelas permintaan maafnya https     t co  nnqsv jw g
0,rt @gk c   melihat #debat pilkadadki kemarin  jelas bahwa yg terjadi adalah perlawanan thd perubahan  @jokowi @basuki btp unt kembali ke ma u    
0,pilkada dki jakarta harap tidak pilih nomor    bahaya laten komunis!    https     t co  x exozckpe #debat pilkadadki https     t co  chuksjrntz
0,masalah berawal dari kasus penistaan agama  npenyelesaiannya jadi sumber masalah baru berwujud kriminalisasi &amp
0,bener - bener kelar dki kalo emak yang pic   jadi   https     t co  x ysjshu  
1,rt @yogadk  cadasss!!  mas agus keren nih! live mata najwa  daripada gubernur kontroversi muluk  ud  d ude  
1,rt @agusfansclub   mas agus menanggapi pertanyaan mslh dinasti dikatakan bhw dinasti itu konotasinya negatif &amp
1,@matanajwa mukaya agus merah bangettt  cari dukungan penonton pula untuk dukung jwbannya wkwkw
1,mas agus yudhoyono tetap yang terbaik semoga sukses di pilkada dki     
0,   baiklah (mau komentar apa juga bingung)  n#debat pilkadadki
0,rt @sehan   pk anis nyinggung kjp  rakyat jkt perlu tau nih  justru pk anis itu di copot oleh pk jkw krn ngurus kip gk berhasil  #debat pil u    
0,paslon    nmiliter loncat k gubernur n npaslon    nbupati naik wagub naik gbernur n npaslon     ndosen jd mentri dcopot&amp
1,agus itu memang cerdas n jadi gugup najwa  #ahymatanajwa
1,membangun tanpa menyakiti nanies-sandi cerdas  santun &amp
1,rt @ilc tvonenews    ahok sudah meminta maaf  artinya dia mengakui dirinya bersalah  tinggal proses hukum dijalankan   fadli zon #ilcahokmint u    
0,#debat pilkadadki - cakep berentiin reklamasi agar kita dpt pantai pass di depan rumah kita pass lagi musim hujan !! hadew
0,rt @raztheda  paslon   once said  jangan memilih pemimpin yang justru memecah belah  tonight i realised he should keep it for himself  ud  d ude c #de u    
0,rt @putrirosary  #debat pilkadadki cara paslon   bertanya ke paslon   seperti sedang mengadu domba didepan jutaan pasang mata tanpa etika  u    
1,malaysiakini ahok mohon maaf pertikai al quran ketika berkempen  bahagian siasatan jenayah polis mener    https     t co  anhu ay pw #prkdr
1,lensaindonesia  muhaimin iskandar  permintaan maaf ahok sangat kita hargai https     t co  xocrzt isy via lensaindonesia
1,rt @agusfansclub   tahun      saat live dg @matanajwa  mas agus sama sekali tidak terpikir untuk terjun ke dunia politik #ahymatanajwa
1,langsung ke pancing mas agus? militer keluar  p n#ahymatanajwa
0,rt @arieskradianto  jadi pertanyaan-nya apa???  #debat pilkadadki #awasituhoax https     t co  qblrkhiksa
0,pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! pertemu    https     t co  solwflvvvp #debat pilkadadki https     t co  vae bokccb
0,rt @pbenyw  mpok @sylviana murni salah sebut dg uu no   terkait pengelolaan sampah  padahal yg benar uu           u     
0,pilkada dki jangan pilih pki!! berbahaya!! pilih   atau   saja soal pengganti patrialis    https     t co  vnp rzoann #debat pilkadadki #imlek
